216,4.5,1,0,1
217,4.25,1.75,0,1
218,4.25,1.5,0,1
219,4.25,1.25,0,1
220,4.25,1,0,1
221,4,1.75,0,1
222,4,1.5,0,1
223,4,1.25,0,1
224,4,1,0,1
225,3.75,1.75,0,1
226,3.75,1.5,0,1
227,3.75,1.25,0,1
228,3.75,1,0,1
229,3.5,1.75,0,1
230,3.5,1.5,0,1
231,3.5,1.25,0,1
232,3.5,1,0,1
233,3.25,1.75,0,1
234,3.25,1.5,0,1
235,3.25,1.25,0,1
236,3.25,1,0,1
237,3,1.75,0,1
238,3,1.5,0,1
239,3,1.25,0,1
240,3,1,0,1
241,2.75,1.75,0,1
242,2.75,1.5,0,1
243,2.75,1.25,0,1
244,2.75,1,0,1
245,2.5,1.75,0,1
246,2.5,1.5,0,1
247,2.5,1.25,0,1
248,2.5,1,0,1
249,2.25,1.75,0,1
250,2.25,1.5,0,1
251,2.25,1.25,0,1
252,2.25,1,0,1
253,2,1.75,0,1
254,2,1.5,0,1
255,2,1.25,0,1
256,2,1,0,1
257,1.75,1.75,0,1
258,1.75,1.5,0,1
259,1.75,1.25,0,1
260,1.75,1,0,1
261,1.5,1.75,0,1
262,1.5,1.5,0,1
263,1.5,1.25,0,1
264,1.5,1,0,1
265,1.25,1.75,0,1
266,1.25,1.5,0,1
267,1.25,1.25,0,1
268,1.25,1,0,1
269,1,1.75,0,1
270,1,1.5,0,1
271,1,1.25,0,1
272,1,1,0,1
273,0.75,1.75,0,1
274,0.75,1.5,0,1
275,0.75,1.25,0,1
276,0.75,1,0,1
277,0.5,1.75,0,1
278,0.5,1.5,0,1
279,0.5,1.25,0,1
280,0.5,1,0,1
281,0.25,1.75,0,1
282,0.25,1.5,0,1
283,0.25,1.25,0,1
284,0.25,1,0,1
285,0,1.75,0,1
286,0,1.5,0,1
287,0,1.25,0,1
288,0,1,0,1
289,5.75,0.75,0,1
290,5.75,0.5,0,1
291,5.75,0.25,0,1
292,5.75,0,0,1
293,5.5,0.75,0,1
294,5.5,0.5,0,1
295,5.5,0.25,0,1
296,5.5,0,0,1
297,5.25,0.75,0,1
298,5.25,0.5,0,1
299,5.25,0.25,0,1
300,5.25,0,0,1
301,5,0.75,0,1
302,5,0.5,0,1
303,5,0.25,0,1
304,5,0,0,1
305,4.75,0.75,0,1
306,4.75,0.5,0,1
307,4.75,0.25,0,1
308,4.75,0,0,1
309,4.5,0.75,0,1
310,4.5,0.5,0,1
311,4.5,0.25,0,1
312,4.5,0,0,1
313,4.25,0.75,0,1
314,4.25,0.5,0,1
315,4.25,0.25,0,1
316,4.25,0,0,1
317,4,0.75,0,1
318,4,0.5,0,1
319,4,0.25,0,1
320,4,0,0,1
321,3.75,0.75,0,1
322,3.75,0.5,0,1
323,3.75,0.25,0,1
324,3.75,0,0,1
325,3.5,0.75,0,1
326,3.5,0.5,0,1
327,3.5,0.25,0,1
328,3.5,0,0,1
329,3.25,0.75,0,1
330,3.25,0.5,0,1
331,3.25,0.25,0,1
332,3.25,0,0,1
333,3,0.75,0,1
334,3,0.5,0,1
335,3,0.25,0,1
336,3,0,0,1
337,2.75,0.75,0,1
338,2.75,0.5,0,1
339,2.75,0.25,0,1
340,2.75,0,0,1
341,2.5,0.75,0,1
342,2.5,0.5,0,1
343,2.5,0.25,0,1
344,2.5,0,0,1
345,2.25,0.75,0,1
346,2.25,0.5,0,1
347,2.25,0.25,0,1
348,2.25,0,0,1
349,2,0.75,0,1
350,2,0.5,0,1
351,2,0.25,0,1
352,2,0,0,1
353,1.75,0.75,0,1
354,1.75,0.5,0,1
355,1.75,0.25,0,1
356,1.75,0,0,1
357,1.5,0.75,0,1
358,1.5,0.5,0,1
359,1.5,0.25,0,1
360,1.5,0,0,1
361,1.25,0.75,0,1
362,1.25,0.5,0,1
363,1.25,0.25,0,1
364,1.25,0,0,1
365,1,0.75,0,1
366,1,0.5,0,1
367,1,0.25,0,1
368,1,0,0,1
369,0.75,0.75,0,1
370,0.75,0.5,0,1
371,0.75,0.25,0,1
372,0.75,0,0,1
373,0.5,0.75,0,1
374,0.5,0.5,0,1
375,0.5,0.25,0,1
376,0.5,0,0,1
377,0.25,0.75,0,1
378,0.25,0.5,0,1
379,0.25,0.25,0,1
380,0.25,0,0,1
381,0,0.75,0,1
382,0,0.5,0,1
383,0,0.25,0,1
384,0,0,0,1
